taxamount,lotsizesquarefeet,yearbuilt,fips,taxvaluedollarcnt,calculatedfinishedsquarefeet,bathroomcnt,bedroomcnt,propertylandusetypeid,transactiondate
12461.78,3741.0,1996.0,6059.0,1082189.0,2328.0,2.5,4.0,261.0,2017-07-14
14701.98,30000.0,2009.0,6059.0,1346498.0,2137.0,3.0,3.0,261.0,2017-07-14
15853.46,4920.0,1994.0,6059.0,1446731.0,1960.0,2.5,4.0,261.0,2017-07-14
7239.2,4992.0,1990.0,6059.0,612332.0,2711.0,3.0,3.0,261.0,2017-07-14
11383.0,7200.0,2005.0,6059.0,948655.0,3480.0,4.0,5.0,261.0,2017-07-14
8068.08,8364.0,1968.0,6059.0,665589.0,2253.0,3.0,5.0,261.0,2017-07-14
8793.56,5406.0,1974.0,6059.0,774670.0,1810.0,2.0,4.0,261.0,2017-07-14
3013.92,3403.0,1975.0,6059.0,292893.0,1417.0,2.0,3.0,261.0,2017-07-14
1463.88,8184.0,1963.0,6059.0,81627.0,1854.0,2.0,4.0,261.0,2017-07-14
3057.98,15400.0,1964.0,6059.0,240755.0,2134.0,2.5,5.0,261.0,2017-07-14
6720.62,7254.0,1990.0,6059.0,609700.0,3286.0,3.0,4.0,261.0,2017-07-14
6733.18,6696.0,1976.0,6059.0,537801.0,1471.0,2.0,3.0,261.0,2017-07-14
3028.54,11096.0,1979.0,6059.0,207342.0,1604.0,2.0,3.0,261.0,2017-07-14
8718.74,12900.0,1968.0,6059.0,812000.0,1550.0,2.0,4.0,261.0,2017-07-14
4218.6,8400.0,1985.0,6059.0,318063.0,2235.0,2.5,3.0,261.0,2017-07-14
7992.44,7670.0,1985.0,6059.0,681187.0,2338.0,2.5,4.0,261.0,2017-07-14
11526.56,14900.0,1988.0,6059.0,1082260.0,3381.0,3.5,3.0,261.0,2017-07-14
6104.06,5225.0,1990.0,6059.0,582580.0,3167.0,3.5,5.0,261.0,2017-07-14
4694.32,11250.0,1969.0,6059.0,446287.0,2021.0,2.5,3.0,261.0,2017-07-14
1564.22,2040.0,1975.0,6059.0,152578.0,1484.0,2.5,3.0,261.0,2017-07-14
5739.26,14300.0,1975.0,6059.0,553025.0,3097.0,2.5,4.0,261.0,2017-07-14
10000.22,12350.0,1991.0,6059.0,993233.0,4300.0,4.5,3.0,261.0,2017-07-14
5787.64,15477.0,1963.0,6059.0,515194.0,1577.0,2.0,2.0,261.0,2017-07-14
4107.62,9900.0,1985.0,6059.0,410920.0,1480.0,3.0,4.0,261.0,2017-07-14
9930.68,11250.0,1991.0,6059.0,986362.0,3121.0,3.0,4.0,261.0,2017-07-14
5322.2,7200.0,1997.0,6059.0,530947.0,2885.0,3.5,3.0,261.0,2017-07-14
3923.74,9000.0,1996.0,6059.0,392749.0,1723.0,2.0,3.0,261.0,2017-07-14
12297.2,10920.0,1980.0,6059.0,1213223.0,4375.0,4.5,4.0,261.0,2017-07-14
6865.04,13230.0,1984.0,6059.0,676412.0,1498.0,2.0,3.0,261.0,2017-07-14
6799.92,7684.0,1983.0,6059.0,676977.0,3028.0,3.0,4.0,261.0,2017-07-14
1660.0,11000.0,2000.0,6059.0,169044.0,2765.0,3.5,4.0,261.0,2017-07-14
2891.56,9750.0,1986.0,6059.0,290748.0,1558.0,3.0,4.0,261.0,2017-07-14
3723.66,8400.0,1987.0,6059.0,365977.0,1706.0,2.0,3.0,261.0,2017-07-14
3607.84,12800.0,1985.0,6059.0,361531.0,1317.0,2.0,4.0,261.0,2017-07-14
19106.54,52774.0,,6059.0,1892879.0,,0.0,0.0,261.0,2017-07-14
4295.48,6240.0,1994.0,6059.0,429484.0,2298.0,2.5,4.0,261.0,2017-07-14
7740.32,2788.0,1976.0,6059.0,670000.0,1200.0,1.5,2.0,261.0,2017-07-14
2762.72,2400.0,1980.0,6059.0,183550.0,1990.0,2.0,2.0,261.0,2017-07-14
8884.26,7868.0,,6059.0,774883.0,,0.0,0.0,261.0,2017-07-14
8238.1,5200.0,1991.0,6059.0,812098.0,2764.0,3.0,4.0,261.0,2017-07-14
4109.9,4500.0,1986.0,6059.0,411145.0,2118.0,2.5,3.0,261.0,2017-07-14
4500.82,6150.0,1995.0,6059.0,442777.0,2982.0,4.0,4.0,261.0,2017-07-14
7878.78,5040.0,1995.0,6059.0,776591.0,2587.0,3.0,4.0,261.0,2017-07-14
5534.52,5636.0,1998.0,6059.0,551928.0,2661.0,3.0,4.0,261.0,2017-07-14
8295.86,7872.0,1971.0,6059.0,817806.0,1800.0,2.0,4.0,261.0,2017-07-14
844.36,7320.0,1965.0,6059.0,88441.0,1531.0,2.0,4.0,261.0,2017-07-14
5220.02,1771.0,1972.0,6059.0,513849.0,1552.0,2.5,3.0,261.0,2017-07-14
6091.82,2576.0,1973.0,6059.0,600000.0,1024.0,2.0,2.0,261.0,2017-07-14
8569.62,36270.0,1976.0,6059.0,851859.0,3547.0,3.0,3.0,261.0,2017-07-14
5745.68,5500.0,1980.0,6059.0,572796.0,1986.0,2.0,2.0,261.0,2017-07-14
5120.28,5031.0,1981.0,6059.0,503993.0,2083.0,2.0,4.0,261.0,2017-07-14
15174.12,16000.0,1990.0,6059.0,1497523.0,5546.0,5.5,5.0,261.0,2017-07-14
1311.38,6000.0,1965.0,6059.0,134592.0,1685.0,2.0,3.0,261.0,2017-07-14
925.26,7080.0,1965.0,6059.0,89437.0,1371.0,2.0,3.0,261.0,2017-07-14
12191.84,14580.0,1946.0,6059.0,1106622.0,2968.0,3.0,4.0,261.0,2017-07-14
2361.34,1575.0,1977.0,6059.0,202776.0,1651.0,2.5,3.0,261.0,2017-07-14
1497.14,2848.0,1977.0,6059.0,117375.0,1526.0,2.0,2.0,261.0,2017-07-14
5949.6,2670.0,1977.0,6059.0,557372.0,1352.0,2.0,2.0,261.0,2017-07-14
5664.06,2848.0,1978.0,6059.0,522153.0,1618.0,2.0,2.0,261.0,2017-07-14
37847.9,14384.0,1992.0,6059.0,3584423.0,8220.0,6.5,7.0,261.0,2017-07-14
11429.62,2090.0,1954.0,6059.0,1032769.0,2284.0,3.0,4.0,261.0,2017-07-14
9806.82,6100.0,1978.0,6059.0,880000.0,2094.0,3.0,4.0,261.0,2017-07-14
38124.88,22464.0,1981.0,6059.0,3604137.0,6408.0,6.0,4.0,261.0,2017-07-14
7741.26,6480.0,1971.0,6059.0,770000.0,1634.0,2.0,4.0,261.0,2017-07-14
1878.0,2338.0,1964.0,6059.0,183587.0,1192.0,2.0,2.0,261.0,2017-07-14
3475.74,2002.0,1964.0,6059.0,348477.0,1064.0,1.0,1.0,261.0,2017-07-14
5220.46,6000.0,1981.0,6059.0,513892.0,3158.0,3.0,4.0,261.0,2017-07-14
2010.9,4719.0,1964.0,6059.0,67463.0,800.0,1.0,2.0,261.0,2017-07-14
2586.2,5130.0,1950.0,6059.0,260572.0,1854.0,2.0,3.0,261.0,2017-07-14
3728.38,9620.0,1937.0,6059.0,373444.0,1024.0,1.0,2.0,261.0,2017-07-14
13632.78,4050.0,1956.0,6059.0,1345206.0,2122.0,3.0,3.0,261.0,2017-07-14
886.54,6370.0,1955.0,6059.0,85609.0,1622.0,2.0,2.0,261.0,2017-07-14
9851.0,6338.0,1998.0,6059.0,901677.0,2587.0,2.5,3.0,261.0,2017-07-14
7771.86,6120.0,1965.0,6059.0,766024.0,1606.0,2.0,3.0,261.0,2017-07-14
16307.86,18960.0,2011.0,6059.0,1609560.0,1979.0,3.0,2.0,261.0,2017-07-14
6281.96,7560.0,1970.0,6059.0,625941.0,1790.0,2.0,3.0,261.0,2017-07-14
6310.6,6048.0,1997.0,6059.0,591256.0,3522.0,5.0,6.0,261.0,2017-07-14
9305.22,6152.0,1998.0,6059.0,891272.0,3379.0,4.5,4.0,261.0,2017-07-14
10760.7,8172.0,1998.0,6059.0,1029000.0,3268.0,4.0,5.0,261.0,2017-07-14
5796.84,6750.0,1976.0,6059.0,578000.0,1472.0,2.0,4.0,261.0,2017-07-14
2900.42,5029.0,1975.0,6059.0,291773.0,1472.0,2.0,4.0,261.0,2017-07-14
5230.14,5363.0,1975.0,6059.0,522000.0,1472.0,2.0,4.0,261.0,2017-07-14
3904.78,7200.0,1969.0,6059.0,391026.0,2519.0,2.5,4.0,261.0,2017-07-14
815.68,9313.0,1971.0,6059.0,85757.0,1790.0,2.0,3.0,261.0,2017-07-14
3650.08,7345.0,1972.0,6059.0,365856.0,2882.0,2.5,5.0,261.0,2017-07-14
1443.68,7770.0,1972.0,6059.0,147817.0,2620.0,2.0,4.0,261.0,2017-07-14
1453.92,8670.0,1976.0,6059.0,148829.0,2150.0,3.0,4.0,261.0,2017-07-14
4153.78,3055.0,1976.0,6059.0,415632.0,1214.0,2.0,2.0,261.0,2017-07-14
4837.04,1890.0,1976.0,6059.0,476152.0,1943.0,3.0,3.0,261.0,2017-07-14
2213.6,1901.0,1976.0,6059.0,223902.0,1943.0,3.0,3.0,261.0,2017-07-14
5023.04,1961.0,1976.0,6059.0,501533.0,1678.0,2.5,3.0,261.0,2017-07-14
6893.72,9360.0,1993.0,6059.0,647024.0,3178.0,3.0,4.0,261.0,2017-07-14
6833.08,4640.0,1997.0,6059.0,654767.0,2698.0,3.0,4.0,261.0,2017-07-14
4934.1,5520.0,1997.0,6059.0,465078.0,2978.0,3.0,4.0,261.0,2017-07-14
5431.92,4600.0,1995.0,6059.0,516604.0,2505.0,3.5,4.0,261.0,2017-07-14
5466.74,7076.0,1996.0,6059.0,524127.0,2499.0,2.5,4.0,261.0,2017-07-14
6175.52,3800.0,1997.0,6059.0,590909.0,1980.0,2.5,4.0,261.0,2017-07-14
5482.3,4675.0,1996.0,6059.0,523394.0,1638.0,2.5,4.0,261.0,2017-07-14
8879.68,6600.0,1997.0,6059.0,847791.0,2552.0,3.0,3.0,261.0,2017-07-14
17630.34,23100.0,1997.0,6059.0,1697664.0,4490.0,4.5,5.0,261.0,2017-07-14
4401.58,6182.0,1998.0,6059.0,413333.0,2670.0,2.5,4.0,261.0,2017-07-14
7875.54,5814.0,2000.0,6059.0,531939.0,2790.0,3.0,3.0,261.0,2017-07-14
12083.24,7520.0,1996.0,6059.0,847066.0,2880.0,3.0,3.0,261.0,2017-07-14
10071.66,5270.0,1995.0,6059.0,720000.0,2058.0,3.0,4.0,261.0,2017-07-14
10661.1,4379.0,1996.0,6059.0,767464.0,2201.0,2.5,4.0,261.0,2017-07-14
7897.74,3152.0,1998.0,6059.0,551324.0,1741.0,2.5,4.0,261.0,2017-07-14
8520.5,2788.0,1998.0,6059.0,590254.0,1741.0,2.5,4.0,261.0,2017-07-14
10539.6,4343.0,1998.0,6059.0,752000.0,2061.0,2.5,4.0,261.0,2017-07-14
9429.0,5090.0,1999.0,6059.0,652641.0,3352.0,3.5,3.0,261.0,2017-07-14
5949.32,4403.0,1998.0,6059.0,403911.0,2460.0,3.0,5.0,261.0,2017-07-14
3771.62,5000.0,1980.0,6059.0,377866.0,2301.0,2.5,3.0,261.0,2017-07-14
6023.24,6400.0,1980.0,6059.0,593375.0,3097.0,3.0,4.0,261.0,2017-07-14
7190.9,5500.0,1981.0,6059.0,708764.0,2563.0,2.5,4.0,261.0,2017-07-14
8331.98,6500.0,1990.0,6059.0,828427.0,2601.0,3.0,3.0,261.0,2017-07-14
4268.56,5200.0,1993.0,6059.0,430503.0,2866.0,3.0,3.0,261.0,2017-07-14
7202.34,5400.0,1993.0,6059.0,722858.0,2082.0,2.5,3.0,261.0,2017-07-14
5288.44,5225.0,1992.0,6059.0,566153.0,2963.0,3.0,3.0,261.0,2017-07-14
4291.06,5408.0,1993.0,6059.0,432745.0,2653.0,3.0,4.0,261.0,2017-07-14
2314.1,2002.0,1989.0,6059.0,228738.0,1615.0,2.5,2.0,261.0,2017-07-14
5352.08,1820.0,1992.0,6059.0,538477.0,1924.0,2.5,3.0,261.0,2017-07-14
4585.42,5500.0,1994.0,6059.0,496098.0,2971.0,3.0,5.0,261.0,2017-07-14
2228.64,7169.0,1965.0,6059.0,221477.0,2117.0,3.0,4.0,261.0,2017-07-14
2949.7,9450.0,1966.0,6059.0,291457.0,1737.0,2.0,2.0,261.0,2017-07-14
777.04,6600.0,1967.0,6059.0,73597.0,1425.0,2.0,2.0,261.0,2017-07-14
5002.48,7352.0,1967.0,6059.0,490682.0,1508.0,2.0,3.0,261.0,2017-07-14
1601.06,7560.0,1968.0,6059.0,160569.0,1360.0,2.0,2.0,261.0,2017-07-14
4177.96,10000.0,1967.0,6059.0,403661.0,2093.0,2.0,5.0,261.0,2017-07-14
5551.34,11716.0,1968.0,6059.0,543950.0,3261.0,4.0,5.0,261.0,2017-07-14
935.44,9424.0,1968.0,6059.0,95970.0,2235.0,2.0,4.0,261.0,2017-07-14
1053.0,8000.0,1969.0,6059.0,100379.0,1425.0,2.0,3.0,261.0,2017-07-14
7018.68,9700.0,1977.0,6059.0,686359.0,3084.0,3.0,4.0,261.0,2017-07-14
6180.3,5500.0,1979.0,6059.0,608894.0,1472.0,2.0,4.0,261.0,2017-07-14
7076.68,6000.0,1979.0,6059.0,697476.0,1650.0,2.0,4.0,261.0,2017-07-14
3490.02,5500.0,1979.0,6059.0,350039.0,1472.0,2.0,4.0,261.0,2017-07-14
2326.84,3478.0,1980.0,6059.0,235092.0,1472.0,2.0,3.0,261.0,2017-07-14
1064.48,3478.0,1979.0,6059.0,110344.0,1279.0,2.0,2.0,261.0,2017-07-14
2603.48,3478.0,1980.0,6059.0,262429.0,1472.0,2.0,3.0,261.0,2017-07-14
2951.66,3478.0,1985.0,6059.0,296838.0,1991.0,3.0,2.0,261.0,2017-07-14
4200.62,3478.0,1985.0,6059.0,413261.0,1503.0,2.0,2.0,261.0,2017-07-14
5883.74,9425.0,1992.0,6059.0,625476.0,3336.0,2.5,4.0,261.0,2017-07-14
10434.86,8000.0,1996.0,6059.0,1079000.0,3281.0,3.5,3.0,261.0,2017-07-14
6213.42,8000.0,1989.0,6059.0,658329.0,3870.0,3.0,5.0,261.0,2017-07-14
3919.3,6000.0,1994.0,6059.0,429718.0,3030.0,4.0,5.0,261.0,2017-07-14
7396.78,8400.0,1989.0,6059.0,769253.0,3480.0,3.0,5.0,261.0,2017-07-14
6584.04,8697.0,1997.0,6059.0,695263.0,3301.0,4.0,5.0,261.0,2017-07-14
3231.42,5775.0,1984.0,6059.0,324483.0,1576.0,2.0,2.0,261.0,2017-07-14
3489.78,5000.0,1987.0,6059.0,350014.0,2196.0,2.5,4.0,261.0,2017-07-14
6402.72,6372.0,1994.0,6059.0,677193.0,2496.0,3.0,5.0,261.0,2017-07-14
5459.36,5400.0,1994.0,6059.0,559167.0,1602.0,2.5,3.0,261.0,2017-07-14
8139.9,5400.0,1997.0,6059.0,850306.0,3246.0,3.0,4.0,261.0,2017-07-14
8621.74,2622.0,1995.0,6059.0,604073.0,1702.0,2.5,3.0,261.0,2017-07-14
28040.1,43560.0,2001.0,6059.0,2726319.0,8936.0,6.0,5.0,261.0,2017-07-14
8879.54,7500.0,1989.0,6059.0,875191.0,3977.0,4.5,5.0,261.0,2017-07-14
8985.3,6000.0,1982.0,6059.0,884200.0,3744.0,2.0,2.0,261.0,2017-07-14
10648.14,6901.0,1979.0,6059.0,1043000.0,2448.0,2.5,3.0,261.0,2017-07-14
9901.32,14300.0,1990.0,6059.0,946977.0,3316.0,3.0,5.0,261.0,2017-07-14
6518.04,11050.0,1989.0,6059.0,635668.0,2551.0,3.0,4.0,261.0,2017-07-14
9721.78,10075.0,1990.0,6059.0,928953.0,3250.0,2.5,4.0,261.0,2017-07-14
10046.36,11250.0,1990.0,6059.0,947793.0,3980.0,4.5,3.0,261.0,2017-07-14
7987.9,5480.0,1991.0,6059.0,787523.0,2472.0,3.0,3.0,261.0,2017-07-14
10118.76,5000.0,1990.0,6059.0,1005097.0,3643.0,4.5,3.0,261.0,2017-07-14
7308.96,4770.0,1990.0,6059.0,575760.0,2261.0,3.0,3.0,261.0,2017-07-14
7423.12,5400.0,1992.0,6059.0,587732.0,2459.0,3.0,3.0,261.0,2017-07-14
6675.36,10500.0,1990.0,6059.0,514915.0,1870.0,2.5,3.0,261.0,2017-07-14
4398.68,5528.0,1992.0,6059.0,359173.0,2677.0,3.0,3.0,261.0,2017-07-14
6110.82,6572.0,1990.0,6059.0,505812.0,3937.0,4.5,4.0,261.0,2017-07-14
10481.68,7350.0,1990.0,6059.0,834412.0,3391.0,3.5,4.0,261.0,2017-07-14
5051.52,3750.0,1995.0,6059.0,435387.0,1574.0,2.5,3.0,261.0,2017-07-14
2457.36,4437.0,1997.0,6059.0,232668.0,1437.0,2.5,3.0,261.0,2017-07-14
6606.08,4400.0,1999.0,6059.0,649760.0,1997.0,2.5,3.0,261.0,2017-07-14
1656.44,2308.0,1972.0,6059.0,168842.0,969.0,1.0,2.0,261.0,2017-07-14
547.8,3364.0,1972.0,6059.0,59285.0,1287.0,2.0,2.0,261.0,2017-07-14
512.46,2576.0,1974.0,6059.0,48792.0,1114.0,2.0,2.0,261.0,2017-07-14
735.14,8750.0,1973.0,6059.0,77798.0,1640.0,2.0,4.0,261.0,2017-07-14
5396.82,8400.0,1973.0,6059.0,538470.0,1326.0,2.0,3.0,261.0,2017-07-14
3321.5,9300.0,1974.0,6059.0,326386.0,2230.0,2.5,2.0,261.0,2017-07-14
1227.02,6528.0,1974.0,6059.0,126406.0,2882.0,2.5,5.0,261.0,2017-07-14
5327.22,6030.0,1974.0,6059.0,531593.0,1463.0,2.0,4.0,261.0,2017-07-14
5584.32,6623.0,1973.0,6059.0,557000.0,1099.0,1.5,3.0,261.0,2017-07-14
1293.36,5520.0,1975.0,6059.0,132962.0,2284.0,2.5,4.0,261.0,2017-07-14
3911.26,8050.0,1975.0,6059.0,391665.0,2478.0,2.5,3.0,261.0,2017-07-14
3723.56,6110.0,1975.0,6059.0,373118.0,2626.0,2.5,3.0,261.0,2017-07-14
4650.66,6380.0,1976.0,6059.0,464734.0,1546.0,2.0,3.0,261.0,2017-07-14
1667.62,3478.0,1976.0,6059.0,162947.0,1472.0,2.0,3.0,261.0,2017-07-14
4545.08,3774.0,1976.0,6059.0,447300.0,1503.0,2.0,2.0,261.0,2017-07-14
3614.48,6000.0,2013.0,6059.0,483141.0,2838.0,3.5,4.0,261.0,2017-07-14
6738.74,5856.0,1977.0,6059.0,671080.0,1903.0,3.0,4.0,261.0,2017-07-14
1667.54,7918.0,1977.0,6059.0,169940.0,2307.0,3.0,6.0,261.0,2017-07-14
2220.84,5760.0,1977.0,6059.0,224617.0,2036.0,2.5,3.0,261.0,2017-07-14
460.96,3700.0,1977.0,6059.0,50704.0,1279.0,2.0,2.0,261.0,2017-07-14
1980.06,3700.0,1977.0,6059.0,193822.0,1279.0,2.0,2.0,261.0,2017-07-14
8134.38,8000.0,2012.0,6059.0,809000.0,2263.0,3.0,4.0,261.0,2017-07-14
4349.18,7200.0,1978.0,6059.0,434942.0,2090.0,3.0,4.0,261.0,2017-07-14
2791.64,6500.0,1979.0,6059.0,281023.0,2269.0,2.5,4.0,261.0,2017-07-14
1035.26,3774.0,1979.0,6059.0,107457.0,1503.0,2.0,2.0,261.0,2017-07-14
2322.26,7068.0,1968.0,6059.0,230564.0,1124.0,1.5,2.0,261.0,2017-07-14
5270.7,7320.0,1967.0,6059.0,509714.0,1376.0,1.5,2.0,261.0,2017-07-14
2410.62,6000.0,1969.0,6059.0,232138.0,1430.0,2.0,3.0,261.0,2017-07-14
1820.16,6000.0,1969.0,6059.0,181833.0,1320.0,2.0,3.0,261.0,2017-07-14
7697.02,7760.0,1971.0,6059.0,745193.0,2210.0,2.5,4.0,261.0,2017-07-14
2413.28,10962.0,1972.0,6059.0,232397.0,2357.0,2.0,3.0,261.0,2017-07-14
1218.32,6912.0,1971.0,6059.0,123424.0,2882.0,2.5,5.0,261.0,2017-07-14
5451.42,6120.0,1971.0,6059.0,527254.0,1604.0,2.0,4.0,261.0,2017-07-14
1334.58,9636.0,1971.0,6059.0,134707.0,2122.0,2.0,4.0,261.0,2017-07-14
2255.9,5850.0,1972.0,6059.0,224123.0,1178.0,2.0,3.0,261.0,2017-07-14
5655.0,6042.0,1972.0,6059.0,554010.0,1387.0,1.5,3.0,261.0,2017-07-14
2363.54,5200.0,1970.0,6059.0,234570.0,1485.0,2.0,3.0,261.0,2017-07-14
4201.74,5712.0,1974.0,6059.0,413371.0,1399.0,1.5,3.0,261.0,2017-07-14
3476.74,5016.0,1975.0,6059.0,348726.0,2523.0,3.0,4.0,261.0,2017-07-14
3216.88,7152.0,1975.0,6059.0,323047.0,3063.0,3.0,5.0,261.0,2017-07-14
4725.26,7000.0,1975.0,6059.0,472107.0,2255.0,3.0,5.0,261.0,2017-07-14
4993.1,6270.0,1976.0,6059.0,482772.0,1854.0,2.0,3.0,261.0,2017-07-14
4478.22,5114.0,1977.0,6059.0,447693.0,2602.0,2.5,3.0,261.0,2017-07-14
4824.48,6996.0,1978.0,6059.0,481912.0,3161.0,2.5,3.0,261.0,2017-07-14
6164.58,7200.0,1979.0,6059.0,614341.0,2297.0,2.0,3.0,261.0,2017-07-14
4732.2,10400.0,1979.0,6059.0,472793.0,3415.0,3.0,5.0,261.0,2017-07-14
6023.98,7500.0,1980.0,6059.0,600447.0,3415.0,3.0,5.0,261.0,2017-07-14
5088.84,5700.0,1980.0,6059.0,508036.0,2762.0,3.0,3.0,261.0,2017-07-14
18238.02,7350.0,1987.0,6059.0,1822576.0,3964.0,3.0,2.0,261.0,2017-07-14
5091.76,10320.0,1989.0,6059.0,390003.0,2405.0,3.0,3.0,261.0,2017-07-14
7630.36,5603.0,1997.0,6059.0,510791.0,1913.0,2.5,3.0,261.0,2017-07-14
9392.18,2800.0,1996.0,6059.0,604000.0,1835.0,2.5,3.0,261.0,2017-07-14
3689.58,4750.0,1994.0,6059.0,363264.0,2524.0,3.0,5.0,261.0,2017-07-14
3783.38,8700.0,1987.0,6059.0,372367.0,2507.0,3.0,3.0,261.0,2017-07-14
3256.66,7614.0,1987.0,6059.0,321249.0,1970.0,2.5,4.0,261.0,2017-07-14
5788.84,4500.0,1984.0,6059.0,567000.0,1273.0,2.0,2.0,261.0,2017-07-14
7639.18,4000.0,1986.0,6059.0,569555.0,1652.0,2.5,3.0,261.0,2017-07-14
7532.5,3600.0,1986.0,6059.0,563286.0,1428.0,2.5,3.0,261.0,2017-07-14
6945.52,4500.0,1987.0,6059.0,520117.0,2144.0,2.5,4.0,261.0,2017-07-14
4100.24,3600.0,1987.0,6059.0,303873.0,1700.0,2.5,3.0,261.0,2017-07-14
7761.6,3600.0,1987.0,6059.0,569026.0,1428.0,2.5,3.0,261.0,2017-07-14
6166.2,4000.0,1987.0,6059.0,459960.0,1551.0,2.5,3.0,261.0,2017-07-14
3880.78,5000.0,1987.0,6059.0,288780.0,1977.0,2.5,4.0,261.0,2017-07-14
3555.44,5000.0,1989.0,6059.0,343246.0,1529.0,2.5,3.0,261.0,2017-07-14
3837.28,5000.0,1989.0,6059.0,377598.0,2289.0,2.5,5.0,261.0,2017-07-14
6419.18,4800.0,1989.0,6059.0,478640.0,1602.0,2.5,3.0,261.0,2017-07-14
2971.52,3465.0,1989.0,6059.0,217157.0,1299.0,3.0,3.0,261.0,2017-07-14
5773.46,6875.0,1990.0,6059.0,565508.0,3234.0,3.5,5.0,261.0,2017-07-14
6619.92,4000.0,1989.0,6059.0,507503.0,2183.0,2.5,4.0,261.0,2017-07-14
4740.28,4500.0,1987.0,6059.0,458236.0,2289.0,3.0,3.0,261.0,2017-07-14
3025.62,4500.0,1986.0,6059.0,291825.0,1919.0,3.0,4.0,261.0,2017-07-14
3629.64,4200.0,1986.0,6059.0,357446.0,1540.0,2.5,3.0,261.0,2017-07-14
4240.88,5400.0,1990.0,6059.0,433324.0,1701.0,2.0,2.0,261.0,2017-07-14
2738.4,3600.0,1990.0,6059.0,287507.0,1332.0,2.0,2.0,261.0,2017-07-14
2740.0,3750.0,1995.0,6059.0,294283.0,1941.0,3.0,2.0,261.0,2017-07-14
780.32,4900.0,1996.0,6059.0,114047.0,2461.0,2.5,3.0,261.0,2017-07-14
7367.22,4368.0,1996.0,6059.0,753315.0,2461.0,2.5,3.0,261.0,2017-07-14
5934.76,5184.0,1995.0,6059.0,384047.0,2018.0,2.5,3.0,261.0,2017-07-14
6049.06,5200.0,1995.0,6059.0,402587.0,2018.0,2.5,3.0,261.0,2017-07-14
6039.18,5824.0,1993.0,6059.0,374891.0,2750.0,3.0,4.0,261.0,2017-07-14
7944.22,5253.0,1994.0,6059.0,544309.0,2152.0,3.0,3.0,261.0,2017-07-14
10375.82,4100.0,1994.0,6059.0,731000.0,2166.0,2.5,4.0,261.0,2017-07-14
11333.3,6750.0,1997.0,6059.0,794000.0,2679.0,3.0,4.0,261.0,2017-07-14
6302.14,3015.0,1998.0,6059.0,414012.0,1495.0,2.5,3.0,261.0,2017-07-14
5558.68,6090.0,1998.0,6059.0,357738.0,1994.0,3.0,4.0,261.0,2017-07-14
8806.18,3487.0,1999.0,6059.0,609150.0,1489.0,2.5,3.0,261.0,2017-07-14
6934.54,3752.0,1999.0,6059.0,456115.0,2287.0,3.0,4.0,261.0,2017-07-14
2722.96,5236.0,1976.0,6059.0,262452.0,1472.0,2.0,3.0,261.0,2017-07-14
4683.0,5329.0,1976.0,6059.0,452677.0,1472.0,2.0,4.0,261.0,2017-07-14
2656.62,6046.0,1977.0,6059.0,263014.0,1650.0,2.0,4.0,261.0,2017-07-14
1250.14,5050.0,1977.0,6059.0,119513.0,1352.0,2.0,3.0,261.0,2017-07-14
2777.0,5720.0,1978.0,6059.0,274697.0,2724.0,2.5,4.0,261.0,2017-07-14
2943.74,6660.0,1977.0,6059.0,290879.0,1472.0,2.0,2.0,261.0,2017-07-14
3060.62,6992.0,1977.0,6059.0,302222.0,1936.0,3.0,3.0,261.0,2017-07-14
2587.62,7000.0,1978.0,6059.0,260862.0,2175.0,3.0,4.0,261.0,2017-07-14
7132.14,9776.0,1978.0,6059.0,690370.0,1594.0,2.0,3.0,261.0,2017-07-14
2665.84,6750.0,1979.0,6059.0,263908.0,1494.0,2.0,3.0,261.0,2017-07-14
2209.64,4500.0,1980.0,6059.0,219634.0,1069.0,2.0,3.0,261.0,2017-07-14
5809.44,4050.0,1981.0,6059.0,569000.0,1470.0,2.5,4.0,261.0,2017-07-14
8552.3,4840.0,1992.0,6059.0,564127.0,2246.0,2.5,3.0,261.0,2017-07-14
6202.34,3850.0,1992.0,6059.0,416493.0,2026.0,2.5,4.0,261.0,2017-07-14
8352.98,5400.0,1992.0,6059.0,558604.0,1670.0,3.0,3.0,261.0,2017-07-14
5833.0,5800.0,1992.0,6059.0,360236.0,2252.0,3.0,3.0,261.0,2017-07-14
8211.68,4840.0,1992.0,6059.0,542846.0,2252.0,3.0,3.0,261.0,2017-07-14
7221.06,6050.0,1989.0,6059.0,699000.0,1739.0,2.5,4.0,261.0,2017-07-14
10353.42,280881.0,,6059.0,1010000.0,,0.0,0.0,261.0,2017-07-14
7138.64,5150.0,1993.0,6059.0,698000.0,1672.0,2.5,3.0,261.0,2017-07-14
1532.16,4080.0,1930.0,6059.0,146440.0,466.0,1.0,1.0,261.0,2017-07-14
167.2,,,6059.0,22021.0,,0.0,0.0,263.0,2017-07-14
198.52,,,6059.0,18304.0,,0.0,0.0,263.0,2017-07-14
33.38,,,6059.0,3078.0,,0.0,0.0,263.0,2017-07-14
66.44,,,6059.0,13154.0,,0.0,0.0,263.0,2017-07-14
,,,6059.0,6383.0,,0.0,0.0,263.0,2017-07-14
114.74,,,6059.0,10161.0,,0.0,0.0,263.0,2017-07-14
,,,6059.0,6558.0,,0.0,0.0,263.0,2017-07-14
99.34,,,6059.0,9201.0,,0.0,0.0,263.0,2017-07-14
